"visit_id","customer_id","store_id","product_id","visit_page_date","add_to_cart_date","start_checkout_date","finish_checkout_date","paid_date","discount"
"1F2E9601E21A","5B8C4A7BD499","2117265151D7","produto298","2021-08-13","2021-08-13",NULL,NULL,NULL,-0.29
"A5E0546FF053","AF66B536CBE9","D75F794A9DA9","produto091","2021-06-22","2021-06-22",NULL,NULL,NULL,-0.01
"7328EC0D156B","4AEAA6E34856","FE80BFFA355D","produto062","2021-06-09","2021-06-09",NULL,NULL,NULL,-0.16
"FAFD22DDD999","2998AC533460","CD92315BAE0E","produto018","2021-07-09","2021-07-09","2021-07-12","2021-07-13","2021-07-13",-0.14
"9A1410B9891B","E39E8966167C","A0C6C06F0F4B","produto053","2021-07-22",NULL,NULL,NULL,NULL,-0.05
"7F1C49BB6270","D398AC73ACF0","99CF688E5EC2","produto015","2021-05-07","2021-05-07","2021-05-08","2021-05-21","2021-05-21",-0.12
"41C8D9394642","EF5C87670E7B","30EA033D2E55","produto024","2021-03-23","2021-03-23",NULL,NULL,NULL,-0.15
"4655B5407714","223B3BCB6763","FAA218474F92","produto002","2021-06-14","2021-06-14","2021-06-17","2021-06-18","2021-06-18",-0.17
"17E4CDDC0CC2","95AECB2C5BAF","00D1A54A38BA","produto059","2021-05-26",NULL,NULL,NULL,NULL,-0.21
"311EB86A0DBC","8A1EBB2B39DD","2860453F60FA","produto048","2021-07-09","2021-07-09",NULL,NULL,NULL,-0.09
"266658CBCAC8","6E968BE4A051","4EE7772BF159","produto106","2021-01-28","2021-01-28",NULL,NULL,NULL,-0.05
"B6A4D5A99E23","DE5461217344","C97639B89790","produto063","2021-08-13",NULL,NULL,NULL,NULL,-0.2
"E0B213176701","615A00E65189","DE032B200BC4","produto063","2021-08-05","2021-08-05",NULL,NULL,NULL,-0.18
"424FDFB4BE67","8B641A2E9391","20C6632A1CE7","produto235","2021-01-19",NULL,NULL,NULL,NULL,-0.06
"650679BC2036","B502D31187E1","1AC3B298AEB5","produto010","2021-08-05","2021-08-05",NULL,NULL,NULL,-0.06
"4770EE43C344","A5C555F3B50E","A89033EE6DC5","produto021","2021-06-25","2021-06-25",NULL,NULL,NULL,-0.03
"17BFDFB8AFB0","C38054F03AAF","3C9E6B94D298","produto013","2020-11-27",NULL,NULL,NULL,NULL,-0.16
"3A0A3F530883","0F28CB233F1F","15645271E8EC","produto002","2021-05-19","2021-05-19",NULL,NULL,NULL,-0.42
"4607915FCB2F","807779C02376","9DC34F42F211","produto031","2021-07-23","2021-07-23","2021-07-26","2021-07-26","2021-07-26",-0.09
"169141C6770E","E31C262A020F","D0F232DB7646","produto022","2021-08-20",NULL,NULL,NULL,NULL,-0.11
"6154CBCBEDED","1AF8121230E4","90062591C632","produto037","2020-11-12","2020-11-12",NULL,NULL,NULL,-0.13
"CB9F3413B0B1","97B327AEFEF2","FB0579098E4D","produto021","2021-08-23","2021-08-23","2021-08-26","2021-08-26","2021-08-26",-0.04
"066349F0BE93","53E20FF225D8","C2E40FCEB847","produto031","2021-06-16",NULL,NULL,NULL,NULL,-0.21
"635504503349","CBB3FDFFA29B","875D6E2F33D9","produto021","2021-07-07","2021-07-07",NULL,NULL,NULL,-0.34
"6A4A2F5865F6","46CAE079F8FF","E83731F8C94B","produto008","2021-08-25","2021-08-25",NULL,NULL,NULL,-0.13
"B0AA84DE18D0","2F003872A9EF","09AAF43EC3B2","produto005","2021-08-05","2021-08-05",NULL,NULL,NULL,-0.14
"EE0C4B3BDDF4","F37AA091AE4B","FDC97E4E82CF","produto008","2021-06-10","2021-06-10",NULL,NULL,NULL,0
"48234426E537","B8B8D07B1046","9A499404334D","produto013","2020-11-18","2020-11-18",NULL,NULL,NULL,-0.16
"10A6F06C9B60","1C688A066F8B","4C688A3D053F","produto028","2021-08-26","2021-08-26",NULL,NULL,NULL,-0.01
"FB5721521CD3","787E1080F98B","6AB14959A16E","produto003","2021-08-04","2021-08-04",NULL,NULL,NULL,-0.15
"1CC255E171A9","2EBED5399989","A77F092C0B5B","produto035","2021-08-28","2021-08-28",NULL,NULL,NULL,-0.04
"D88DC368225A","94B3F7EE9F08","4ED9881123C1","produto018","2021-03-22",NULL,NULL,NULL,NULL,-0.2
"F3384672B493","FDF3ADAAB383","7C759690C7B5","produto038","2021-06-10","2021-06-10",NULL,NULL,NULL,-0.16
"1DCA8A7215EE","A2BC96A164C7","995382B9AAA6","produto081","2021-07-31","2021-07-31","2021-08-05",NULL,NULL,-0.18
"426DB36073AE","189873E9BDD9","38609162D672","produto003","2021-07-29",NULL,NULL,NULL,NULL,-0.17
"321F8BCC86DB","68CEC2EA8AC8","2AD0C13E3998","produto043","2021-04-30",NULL,NULL,NULL,NULL,-0.19
"CC6CFCD6937E","1E7E14892F7C","3261CD816E71","produto031","2020-12-14",NULL,NULL,NULL,NULL,-0.15
"B3BC9D9D4C3C","3FB0FA7987C5","BF580E604866","produto003","2020-12-02",NULL,NULL,NULL,NULL,-0.54
"0D1CC376C627","9E5A7FC6428D","9AC21BD7B535","produto053","2021-04-07","2021-04-07",NULL,NULL,NULL,-0.27
"B44E8E5038D4","C43C831C74B9","F7576D9529E9","produto003","2020-10-20","2020-10-20",NULL,NULL,NULL,-0.1
"96C4D3A0E6B8","E18EDCD795B0","411324693D11","produto049","2021-07-01",NULL,NULL,NULL,NULL,-0.24
"53321F31757D","8E62ADFA5DB5","57343BB62539","produto022","2021-08-04","2021-08-04","2021-08-20",NULL,NULL,-0.28
"1F7F4DB00EE3","1E4037B53AD3","D572D3924E89","produto063","2021-05-19",NULL,NULL,NULL,NULL,-0.04
"B2F14E8F3194","9E23DE99DFB6","3A5353435F2A","produto128","2021-03-04",NULL,NULL,NULL,NULL,-0.23
"C880E28F5FDD","EA25E0D70E84","A2E616C61BFF","produto118","2021-07-29",NULL,NULL,NULL,NULL,-0.15
"C8559D0E8B86","190EBF0F44E5","1B1ED006171D","produto106","2021-08-16","2021-08-16","2021-08-18","2021-08-18","2021-08-18",-0.18
"08539C009BCE","91DF075BB52D","71CC76D33BA5","produto002","2021-05-04","2021-05-04",NULL,NULL,NULL,-0.39
"6B750DC1B7E6","C6764619BE0D","E3CEAAADBAF6","produto015","2021-08-24","2021-08-24",NULL,NULL,NULL,-0.08
"6312D1DC6795","651E761EC999","1B1ED006171D","produto069","2021-07-21","2021-07-21",NULL,NULL,NULL,-0.29
"7F468BEC10C2","48F474F88266","C2E40FCEB847","produto028","2021-05-20","2021-05-20",NULL,NULL,NULL,-0.2
"B5BE700F67FB","99078736F4AA","FD1EC4D48159","produto002","2021-06-18","2021-06-18",NULL,NULL,NULL,0
"1862C473A1AA","27387A35525C","354D4ABA651C","produto070","2021-07-17","2021-07-17",NULL,NULL,NULL,-0.1
"147D8F2EBB7E","CEDC23A8C363","C13030FA66EF","produto005","2021-06-25","2021-06-25",NULL,NULL,NULL,-0.16
"8EE44F7D5B6E","5678F8ABF3D7","F0AED731FCC0","produto002","2021-07-30","2021-07-30",NULL,NULL,NULL,-0.03
"EB17A17D449A","2C6E03D05F43","7EE6DF53D716","produto058","2021-04-29","2021-04-29",NULL,NULL,NULL,-0.33
"53D332C44E1D","9E7F9F29EA3E","AF8C098E741A","produto102","2021-06-10",NULL,NULL,NULL,NULL,-0.11
"9B9405E39417","9E2EE36BBC27","9191AC07727C","produto008","2021-06-04",NULL,NULL,NULL,NULL,-0.28
"ED0BA13EFB48","5C39A56EDCB7","BAD080CECA22","produto063","2021-05-17","2021-05-17",NULL,NULL,NULL,-0.24
"8B0E3649A1B6","F893454CB0F8","09EA28687485","produto055","2021-07-07","2021-07-07",NULL,NULL,NULL,-0.03
"5E6106F12583","C1C7DAB09658","4F843514D3C9","produto002","2021-05-31","2021-05-31",NULL,NULL,NULL,-0.11
"7F85B5E6FFCC","0162749D1A34","FC857FC51D9A","produto148","2021-06-19","2021-06-19",NULL,NULL,NULL,-0.03
"C4BAE85521CA","5E965F39C56F","CE0E23B88D6E","produto002","2021-02-18","2021-02-18",NULL,NULL,NULL,-0.14
"DE895C351A7B","A96A56D8C858","64163492DD74","produto059","2021-08-19","2021-08-19",NULL,NULL,NULL,-0.31
"E8AB413877C2","2F93B6351690","AF8202B8453F","produto032","2021-07-14","2021-07-14",NULL,NULL,NULL,-0.14
"4A382082BE74","E80BA3CA72CE","ABBFF2284F9A","produto015","2021-08-20",NULL,NULL,NULL,NULL,-0.4
"B7FC8A4F0711","D342F9238A09","BF580E604866","produto062","2020-11-03","2020-11-03",NULL,NULL,NULL,-0.29
"8BA1F7F4F467","A7F9F98B565D","832FD2EAA33E","produto002","2021-05-27","2021-05-27",NULL,NULL,NULL,-0.26
"969A685EA488","D0F6E3B67B77","0251F8993066","produto058","2021-07-30","2021-08-16","2021-08-16",NULL,NULL,-0.15
"BD4117C6CA8A","FA29C48B2767","1F86590F38CB","produto003","2021-06-16",NULL,NULL,NULL,NULL,-0.1
"C644F1791915","945B2D396E5C","4AA17ABCCBC8","produto002","2021-08-19","2021-08-19",NULL,NULL,NULL,-0.13
"FAFCEB471B21","815495266035","4B459B146D6D","produto005","2021-02-23","2021-02-23",NULL,NULL,NULL,-0.21
"0A2758BB8DEE","FA2149CDAF42","C97A7019EC3E","produto082","2021-05-19","2021-05-19",NULL,NULL,NULL,-0.14
"47EFCBA4C31F","6190C81D2283","D9576F7503F3","produto005","2021-07-19","2021-07-19",NULL,NULL,NULL,-0.08
"B28EB6957982","F9DEDFF1039F","E2E9832716BF","produto188","2021-07-17",NULL,NULL,NULL,NULL,-0.2
"5E551E4E445F","6CE4BA5A0B67","EA385A391C74","produto007","2021-01-04",NULL,NULL,NULL,NULL,-0.1
"A04268D7DC14","A47FF2118AB8","7D4FF6523379","produto128","2021-05-29",NULL,NULL,NULL,NULL,-0.15
"E396C9836D3D","490FE45EF2B9","DF66CD2ADEA7","produto084","2021-07-16",NULL,NULL,NULL,NULL,-0.03
"E0FE40AE48B5","78FF592AD2F7","449E7D1BBBC9","produto102","2021-08-23","2021-08-23",NULL,NULL,NULL,-0.11
"A3ECBEB84C3F","9F9DBB61E955","FBF6A60BCF40","produto070","2021-05-13","2021-05-13",NULL,NULL,NULL,-0.21
"9D506D46480E","248A2C9CE273","71256F117631","produto062","2020-11-14",NULL,NULL,NULL,NULL,-0.69
"D6E26C2F2703","14D9795A3F28","C50926F13F1D","produto013","2021-08-13",NULL,NULL,NULL,NULL,-0.42
"D55814B04D31","9BD9ACC49B91","F2269F9EFDF0","produto016","2021-08-14","2021-08-14","2021-08-14","2021-08-16","2021-08-16",-0.24
"19497591F712","8068C0C3837D","2AD0C13E3998","produto010","2021-07-30","2021-07-30",NULL,NULL,NULL,-0.14
"8A2BE7D4140D","25ECFC7DC0F2","2A958435CC52","produto186","2021-06-14","2021-06-14",NULL,NULL,NULL,-0.04
"AFEE4211D888","670EB6627D1B","25D881207E17","produto044","2020-11-18","2020-11-18",NULL,NULL,NULL,-0.08
"0A5558C3CB73","A1F5E77798B6","BFAA3D0E2C93","produto002","2021-06-04","2021-06-04","2021-06-04","2021-06-08","2021-06-08",-0.22
"0DDC3D99DEE4","FA983BA664C4","16F56105A541","produto031","2021-07-22","2021-07-22","2021-07-26","2021-07-26","2021-07-26",-0.29
"9903F6F6E38C","C04BE4D1C8BB","71CC76D33BA5","produto118","2021-07-09","2021-07-09",NULL,NULL,NULL,-0.26
"B9034B4E5D4C","085AF61D91A6","AF88B5449B91","produto024","2020-10-15",NULL,NULL,NULL,NULL,-0.13
"437173B2F611","5AC79ACEE77A","15645271E8EC","produto001","2021-08-21","2021-08-21",NULL,NULL,NULL,-0.33
"9BF800E4A89F","3195FCA7B9CA","905A69A5C22C","produto024","2021-08-31","2021-08-31",NULL,NULL,NULL,-0.14
"A9EAC1640BBE","3FE586CF1CA8","B6C7F74D8C52","produto118","2021-05-14","2021-05-18",NULL,NULL,NULL,-0.14
"1D3E0F9533DC","0BBE76C61074","A89033EE6DC5","produto104","2021-02-02",NULL,NULL,NULL,NULL,-0.21
"233B234DFE1B","06766BF1E3B3","9341117B6421","produto025","2021-03-26","2021-03-26",NULL,NULL,NULL,-0.4
"E9967FCD16C6","30B15C34FB43","07E9EEDC6F58","produto062","2021-02-04","2021-02-04","2021-03-20","2021-03-20","2021-03-22",-0.36
"E4F2C4560D3E","D07952D333E6","F5AD0F6A59EE","produto002","2021-08-16",NULL,NULL,NULL,NULL,-0.07
"3369E64BD0A9","16AD7DF28AA6","ABBFF2284F9A","produto015","2021-03-29","2021-03-29",NULL,NULL,NULL,-0.07
"46D2565247D3","1FFB857AA51E","99CF688E5EC2","produto263","2021-04-27",NULL,NULL,NULL,NULL,-0.07
"C48EFA5F5C7D","1887F6A12B80","EFCBF718589E","produto003","2021-08-04","2021-08-04",NULL,NULL,NULL,-0.2
"A0CE0AEEA5C4","5433FA52BBD0","F7E54CF2E837","produto062","2021-08-12","2021-08-12",NULL,NULL,NULL,-0.08
"C34BB55CD8F4","8664C7FB26DB","DE791D6B9C92","produto089","2021-06-01",NULL,NULL,NULL,NULL,-0.13
"F9B29923C65F","CB5CCE619B7A","ABBFF2284F9A","produto062","2021-07-16",NULL,NULL,NULL,NULL,-0.08
"AF37BD884123","E969EC5DB52D","27C766A03F5A","produto070","2021-08-26","2021-08-26","2021-08-27","2021-08-27","2021-08-27",0
"5A7C22768469","3EEA218D44B1","41B784638C98","produto021","2021-06-02","2021-06-02",NULL,NULL,NULL,-0.16
"5FCB8C2EE00C","C1F834041550","F096D7D7E16D","produto031","2020-12-16",NULL,NULL,NULL,NULL,-0.11
"FA06B92E725D","2FB6887A97ED","DD8E874F82CA","produto106","2021-07-26","2021-07-26",NULL,NULL,NULL,-0.13
"1A163D439CC5","9E7735B581CD","E67C8FAFDF5C","produto104","2021-05-18","2021-05-18","2021-05-20","2021-05-20","2021-05-20",-0.2
"3D908BCB4607","A618940BF18C","BFB88BAE2244","produto002","2021-07-21","2021-07-21",NULL,NULL,NULL,-0.17
"446F6C72434D","310525DEA850","E1C6CE994F16","produto147","2021-08-21","2021-08-21",NULL,NULL,NULL,-0.11
"B74FE7D5E50B","D479464A9AF2","73A975EA0F9A","produto003","2020-10-07","2020-10-07",NULL,NULL,NULL,-0.15
"A113634C0044","E0217CF6D0C3","9A499404334D","produto025","2020-10-07","2020-10-07",NULL,NULL,NULL,-0.15
"D984992D5C42","0A11E9569289","2763D2EB713C","produto007","2021-07-07","2021-07-07","2021-07-08","2021-07-08","2021-07-08",-0.02
"118F78DD65AD","B788903E1A31","57C9EA8C0D1C","produto002","2021-01-20","2021-01-20",NULL,NULL,NULL,-0.04
"2BA0B18F8E44","24A2857AA5EA","FFBDD273342A","produto110","2021-08-23","2021-08-23",NULL,NULL,NULL,-0.03
"CDDE952BAB1B","B5C9DEAAF1C1","1B1ED006171D","produto070","2021-08-17","2021-08-17",NULL,NULL,NULL,-0.16
"665E05739D1A","F7FDD879FFC5","2AE144164DDE","produto009","2021-07-16",NULL,NULL,NULL,NULL,-0.18
"518AE6943B75","F7BB4A717C45","ADD0F5E5D2CA","produto001","2021-06-19","2021-06-19",NULL,NULL,NULL,-0.11
"B7A3D13FD0F6","DB8364F38632","1B7C338125ED","produto019","2021-03-22","2021-04-26","2021-05-21","2021-05-21","2021-05-24",-0.12
"12D08BF2E7F7","E19D0226DFAA","E6EB8FC5EC74","produto070","2021-08-24","2021-08-24","2021-08-26","2021-08-26","2021-08-26",-0.11
"5B3020F4FFC6","2DE0BC97D143","C156438903FD","produto043","2021-06-21",NULL,NULL,NULL,NULL,-0.12
"F0308A99B209","15F143C1087B","1FD69A5C16BE","produto033","2021-07-09","2021-07-09",NULL,NULL,NULL,-0.09
"4701F254B6F6","309D822BEB19","7EE6DF53D716","produto033","2021-06-17","2021-06-17",NULL,NULL,NULL,-0.02
"7CF5F0ADB440","898B88691CF5","6BC3CB26530E","produto020","2020-10-21","2020-10-21",NULL,NULL,NULL,-0.15
"12BB64E12CA9","A6589422C6DF","03CCE616AE84","produto111","2021-03-09",NULL,NULL,NULL,NULL,-0.38
"4E7E08594357","68A0CB4ADDDC","8742BA83CF50","produto070","2021-08-18","2021-08-18",NULL,NULL,NULL,-0.24
"ACCE93675E44","AFEDEF464D6A","174D9FD43CCE","produto017","2021-01-30","2021-01-30",NULL,NULL,NULL,-0.14
"AF40055F57EC","5325F5116E0F","F4039B95F09A","produto006","2021-03-12","2021-03-12",NULL,NULL,NULL,0
"0654408EB797","3BAA7E9DD7BE","1EC818AE3B05","produto011","2021-05-25","2021-05-25",NULL,NULL,NULL,-0.17
"F572EE31C363","90AF25BDE8B0","B0BF5359B4FE","produto028","2021-07-29",NULL,NULL,NULL,NULL,-0.1
"8E05605286F1","876AA9688C84","C62A6FA5A703","produto010","2021-06-02","2021-06-02",NULL,NULL,NULL,-0.14
"6FD2FA9C3EE9","356CC8BF1DB7","2F7CA42F7860","produto010","2021-08-20","2021-08-20",NULL,NULL,NULL,-0.38
"F64F47573A20","411DCA7956EC","F352FAF79A00","produto001","2021-05-19","2021-05-19",NULL,NULL,NULL,-0.2
"848C6D473F98","8F1DAA151B01","832FD2EAA33E","produto024","2021-05-08",NULL,NULL,NULL,NULL,-0.08
"DBA351012AE3","636A74CF8753","27C766A03F5A","produto023","2021-07-02","2021-07-02",NULL,NULL,NULL,-0.12
"8395BA788E2C","9A8824745343","58BE21964FFD","produto068","2021-02-02",NULL,NULL,NULL,NULL,-0.15
"F9C1141880B1","4C37B3273696","C2E40FCEB847","produto010","2021-07-01","2021-07-01",NULL,NULL,NULL,-0.14
"E756B1F331F6","C368A79C6BE9","03CCE616AE84","produto158","2021-04-16",NULL,NULL,NULL,NULL,-0.73
"BA2D980949CD","2C1829787EF7","01327A5368B0","produto024","2021-05-21",NULL,NULL,NULL,NULL,-0.11
"6C404B7BC2E5","9A1443803CDD","F81AE4428A0E","produto142","2021-01-09","2021-01-09",NULL,NULL,NULL,-0.14
"B0C78E666231","52F147719EDE","83D22F1A42CF","produto108","2021-06-12","2021-06-12",NULL,NULL,NULL,-0.17
"FC8708AD15AB","C0633E1160D4","1C96A73EB092","produto025","2021-07-26",NULL,NULL,NULL,NULL,-0.08
"8EAE4988F945","08D7C7E84A66","832FD2EAA33E","produto022","2021-05-27","2021-05-27",NULL,NULL,NULL,-0.11
"5CF48D617CAE","1F249751052F","94D2AC46E57E","produto078","2021-03-02","2021-03-02",NULL,NULL,NULL,-0.06
"39D0A6B1D284","9E0723736DA6","D1AF40076D44","produto030","2021-04-27","2021-04-27","2021-04-28","2021-04-28","2021-04-28",-0.23
"A9D48A5330EF","405235652A43","9FDF7A1EE78E","produto095","2021-05-14","2021-05-14",NULL,NULL,NULL,-0.11
"35BB26868FA3","D02556304E77","58BE21964FFD","produto050","2021-01-16","2021-01-16",NULL,NULL,NULL,-0.05
"68EE856956F2","A9DF8738E87E","D2D036EF4993","produto101","2021-07-29","2021-07-29",NULL,NULL,NULL,-0.12
"0FB75C9F0030","691278844C8D","9A74E68C44A7","produto099","2020-11-11","2020-11-11","2020-11-11","2020-11-11","2020-11-12",-0.13
"C6EC41335FB9","0D20FADA7B28","6AB14959A16E","produto018","2020-12-01","2020-12-01",NULL,NULL,NULL,-0.09
"B06D2618DE76","EB6B6DAA5220","3F9E9AA591E4","produto005","2021-06-25","2021-06-25","2021-06-26",NULL,NULL,-0.13
"C296333BD0EF","39D7A4A2F390","F545EB6D597A","produto046","2021-05-28","2021-05-28",NULL,NULL,NULL,-0.16
"133D643D7852","B99CE9753BD5","71256F117631","produto025","2021-07-07","2021-07-07",NULL,NULL,NULL,-0.58
"4D26F76604DD","B3397E22567E","24CDAC423842","produto053","2020-10-17","2020-10-17","2020-10-20","2020-10-20","2020-10-20",0
"18E62668DA76","ED4AEE1B0AB9","1D9E09F02AF7","produto010","2021-05-25",NULL,NULL,NULL,NULL,-0.26
"8B0AA465D3FD","468ED6401899","23292D52E5CC","produto006","2021-06-15","2021-06-15",NULL,NULL,NULL,-0.05
"9EBA5C524807","DB17C95EF108","3EDFFB23F4B1","produto009","2021-05-24",NULL,NULL,NULL,NULL,-0.07
"7C9FC603E442","8A45BEA06886","99CF688E5EC2","produto013","2021-05-28","2021-05-28","2021-05-28","2021-05-28","2021-05-31",-0.09
"082F5CB07E54","693D6F7B0A1F","BF801DA047A2","produto070","2021-04-22","2021-04-22","2021-04-28","2021-04-29","2021-04-29",-0.16
"FB7F0397E96F","613E6B1693AF","832FD2EAA33E","produto006","2021-07-29","2021-07-29",NULL,NULL,NULL,-0.19
"938D600BCA0C","7ABCB446D1CC","408D3A7F1887","produto110","2021-04-07","2021-04-19",NULL,NULL,NULL,-0.09
"04943DB9C779","8FAE74EC20AC","9341117B6421","produto094","2020-11-10","2020-11-10","2020-11-11","2020-11-11","2020-11-11",-0.01
"167F0A0AAB0F","C84F72DE6240","1DE4E5A259B3","produto003","2021-03-12",NULL,NULL,NULL,NULL,-0.21
"B0B134FF367E","5B3373CE5255","F595D4B9869B","produto155","2021-07-01",NULL,NULL,NULL,NULL,-0.01
"6823238B0253","A359358E354B","FD01D570AEBA","produto005","2021-07-02","2021-07-02",NULL,NULL,NULL,-0.05
"82FD2CE1665C","D1997C41CA45","5C7D6A8A6C95","produto147","2021-06-25",NULL,NULL,NULL,NULL,-0.19
"ABD30AAD7D96","0D03481D17EB","71E5E260C468","produto051","2021-07-23",NULL,NULL,NULL,NULL,-0.11
"6BEE9649089B","C91034CA42EE","624779E506DA","produto098","2021-07-17","2021-07-17",NULL,NULL,NULL,-0.08
"3727E4C44A40","B2C9B4853FC7","CD9075F688EB","produto003","2020-11-06",NULL,NULL,NULL,NULL,-0.1
"0CF8B8D4592F","9E36232B6F4E","B06DF477008E","produto089","2021-03-17","2021-03-17",NULL,NULL,NULL,-0.06
"71A3E488A4F7","1FB755043F24","FC105737FE0A","produto211","2021-07-13","2021-07-13",NULL,NULL,NULL,-0.09
"A9370D28E64B","ED5EF206578E","4ED9881123C1","produto010","2021-05-04","2021-05-04",NULL,NULL,NULL,-0.17
"C95D84EF6113","FE02A0C58AFC","8BB2529E1694","produto010","2021-06-09","2021-06-09",NULL,NULL,NULL,-0.07
"8E00E2B63154","EEEFD6DC02C4","9191AC07727C","produto118","2021-05-31",NULL,NULL,NULL,NULL,-0.04
"DCB936BDC707","024856D83AE4","8A77AEDD909E","produto012","2021-05-12","2021-05-12",NULL,NULL,NULL,-0.09
"E0B47313265B","BF07CF5705DB","71CC76D33BA5","produto025","2021-08-10","2021-08-10","2021-08-11","2021-08-11","2021-08-11",-0.15
"90403ACAD3D8","96D8A6074F57","8EC611E625E9","produto031","2021-05-12","2021-05-12",NULL,NULL,NULL,-0.38
"0A4A2F1CD791","CB4E6CC5FB45","1BD065193E0B","produto106","2021-07-05","2021-07-05",NULL,NULL,NULL,-0.12
"C819848933A2","E8FBCE2855CC","D75FB416C063","produto046","2021-07-22","2021-07-22",NULL,NULL,NULL,-0.1
"05DC03803E14","B51307CAA96E","C9A618227DD7","produto003","2021-04-28","2021-04-28",NULL,NULL,NULL,-0.16
"B88942F824D2","07A9E523E92B","1B1ED006171D","produto058","2021-04-24","2021-04-24","2021-04-26",NULL,NULL,-0.01
"F4732BCC872B","8BE8594EF850","E9EF6F43B5BB","produto221","2021-08-28",NULL,NULL,NULL,NULL,-0.02
"F3CD0E9824AD","839E2033ED4C","7D95752B985F","produto002","2021-08-10",NULL,NULL,NULL,NULL,-0.09
"086BCE3B5284","B332277F7E52","CF753E9EC0C1","produto037","2021-08-16","2021-08-16",NULL,NULL,NULL,-0.11
"0200B7EC32F7","10AD143ADDFB","064A56810D26","produto062","2021-04-23",NULL,NULL,NULL,NULL,-0.15
"830496A05EF8","D488579D3148","B95E926A20E6","produto043","2020-09-28","2020-09-28","2020-09-30","2020-09-30","2020-09-30",-0.07
"3DC68164527D","52138DE9D2DC","93425DFC3AF8","produto006","2021-03-08",NULL,NULL,NULL,NULL,-0.21
"7C32EC808199","6A662FCFB61B","BADEB4C31C6D","produto060","2021-05-15","2021-05-15",NULL,NULL,NULL,-0.18
"6A5C7AB2B154","E2C623D13F8E","F4039B95F09A","produto018","2020-11-05","2020-11-05",NULL,NULL,NULL,-0.01
"2A0B369D2806","CC05585A822B","99A714CABA3B","produto086","2021-07-23","2021-07-23",NULL,NULL,NULL,-0.12
"049B889BCFE5","C948A73F5413","832FD2EAA33E","produto031","2021-08-27","2021-08-27",NULL,NULL,NULL,-0.03
"A6B7F3EB089C","56E70FC04D5C","73342C939152","produto003","2021-01-05",NULL,NULL,NULL,NULL,-0.19
"31559AC64591","115211B1E778","58BE21964FFD","produto022","2021-03-18","2021-03-18",NULL,NULL,NULL,-0.14
"FE05BE4DA9BD","65EE13404ECC","1B1ED006171D","produto089","2021-07-12","2021-07-12","2021-07-12","2021-07-14","2021-07-14",-0.08
"201406752441","CEE63BE1770C","58BE21964FFD","produto046","2021-06-05","2021-06-05","2021-06-10","2021-06-10","2021-06-11",-0.06
"9768F5A1CD05","F9157BB03EC7","5B6E934AC41E","produto031","2021-08-13",NULL,NULL,NULL,NULL,-0.25
"65928454C2EF","4D2425F2656D","F352FAF79A00","produto031","2021-07-06",NULL,NULL,NULL,NULL,-0.17
"CF0C2A8166A9","F54E3524035C","1AC3B298AEB5","produto005","2020-10-10","2020-10-10",NULL,NULL,NULL,-0.29
"2BD2CAB29ED0","26292553CD51","9AC21BD7B535","produto002","2021-08-11","2021-08-11",NULL,NULL,NULL,-0.13
"DB6C2E770D05","2F302D5285B3","943C0319CD00","produto018","2021-05-26",NULL,NULL,NULL,NULL,-0.3
"A6E74CD9FC49","B9203200A436","94D2AC46E57E","produto021","2021-05-31","2021-05-31",NULL,NULL,NULL,-0.13
"7ACF92DC6C19","5D450003CD98","DF66CD2ADEA7","produto006","2021-05-22",NULL,NULL,NULL,NULL,-0.07
"5A6CAA3B42AA","4384FD2337EE","83D23B5355FF","produto002","2021-06-12","2021-06-12","2021-06-14","2021-06-14","2021-06-14",-0.15
"A08493047F19","672B41C62218","5409449882E8","produto037","2021-07-21","2021-07-21",NULL,NULL,NULL,0
"DB7B275AA39C","4329B8721F30","2298ABB94422","produto024","2021-01-13",NULL,NULL,NULL,NULL,-0.01
"F8D703646466","6FC536417FC6","875D6E2F33D9","produto031","2021-08-26",NULL,NULL,NULL,NULL,-0.12
"7051FF7891BE","1804657BB403","1DE4E5A259B3","produto021","2021-03-17","2021-03-17",NULL,NULL,NULL,-0.05
"E75D36EAF433","B9C296889435","FC8DD184A982","produto008","2021-07-26",NULL,NULL,NULL,NULL,-0.23
"CED4C7F873F9","BE417385E6A3","A60BAA68F2F6","produto003","2021-01-14",NULL,NULL,NULL,NULL,-0.17
"986E79C23E55","904B59D6AD2F","408D3A7F1887","produto053","2021-04-30","2021-04-30",NULL,NULL,NULL,-0.14
"4D97C8B99CDD","18F55280F326","F526AFD3B2FF","produto024","2021-04-22","2021-04-22",NULL,NULL,NULL,-0.28
"240EC1D91346","4D9B1485096F","F4039B95F09A","produto031","2020-10-19",NULL,NULL,NULL,NULL,0
"08782E218F2F","5C9F0D9D9A6B","9897338ADD91","produto042","2021-07-26",NULL,NULL,NULL,NULL,-0.31
"0F210D0F22AC","167E29B2FE02","285AFFCBDE6E","produto082","2021-05-28","2021-05-28",NULL,NULL,NULL,-0.09
"477C35888187","2A7BFA4613FE","A60BAA68F2F6","produto024","2020-10-30","2020-10-30",NULL,NULL,NULL,-0.22
"64B84CA2962A","E264492F661C","9DC8A6C819F5","produto016","2021-08-03","2021-08-03","2021-08-04","2021-08-04","2021-08-04",-0.04
"17FEAF1617CB","8BAB9F24218B","50E1FAA2C095","produto079","2020-10-14",NULL,NULL,NULL,NULL,-0.19
